,name,grantee,centerType,phone,address,city,state_x,zip,0,1,state_y,county
437,Educare Oklahoma City,"SUNBEAM FAMILY SERVICES INC
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 605-8232,500 SE Grand Blvd,Oklahoma City,OK,73129-4948,73129,4948,OK,Oklahoma County
438,"Tony Reyes Bilingual Child Development Center, LCDA","SUNBEAM FAMILY SERVICES INC
1100 NW 14th St
Oklahoma City, OK 73106-4450
(405)528-7721
",Early Head Start,(405) 236-4667,5716 S Western Ave,Oklahoma City,OK,73109-4515,73109,4515,OK,Oklahoma County
439,PLAY HARD / LEARNING + FITNESS,"Community Action Project of Tulsa County, Inc.
4606 S Garnett Rd Ste 100
Tulsa, OK 74146-5216
(918)382-3200
",Early Head Start,(918) 576-6788,8730 E Skelly Dr,Tulsa,OK,74129-3422,74129,3422,OK,Tulsa County
440,Mustang Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(405) 256-6912,451 N Clear Springs Rd,Mustang,OK,73064-1520,73064,1520,OK,Canadian County
441,Children's Village,"Cherokee Nation Early Childhood Unit
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 453-5757,16944 W Cherokee,Tahlequah,OK,74464-5539,74464,5539,OK,Cherokee County
442,Children's Village,"Cherokee Nation Early Head Start
17675 S Muskogee Ave
Tahlequah, OK 74464-5492
(918)453-5757 - 5727
",American Indian and Alaska Native Head Start,(918) 453-5757,16944 W Cherokee,Tahlequah,OK,74464-5539,74464,5539,OK,Cherokee County
443,Bright Beginnings,"Delaware Tribe of Indians
5110 Tuxedo Blvd
Bartlesville, OK 74006-2838
(918)766-5775
",Early Head Start,(918) 342-6100,2550 Holly Rd,Claremore,OK,74017-8514,74017,8514,OK,Rogers County
444,Pauls Valley @The Corner,"DELTA COMMUNITY ACTION
308 SW 2nd Street
Lindsay, OK 73052-5404
(405)756-1100
",Head Start,(405) 207-9013,309 E Charles Ave,Pauls Valley,OK,73075-4201,73075,4201,OK,Garvin County
445,Pauls Valley @The Corner,"Delta Community Action Foundation, Inc.
308 SW 2nd Street
Lindsay, OK 73052-
(405)756-1100
",Early Head Start,(405) 207-9013,309 E Charles Ave,Pauls Valley,OK,73075-4201,73075,4201,OK,Garvin County
446,Whitebead Head Start,"DELTA COMMUNITY ACTION
308 SW 2nd Street
Lindsay, OK 73052-5404
(405)756-1100
",Head Start,(405) 238-3021,16476 N County Road 3200,Pauls Valley,OK,73075-8601,73075,8601,OK,Garvin County
447,NACT Head Start West Campus,"NATIVE AMERICAN COALITION OF TULSA
4935 S Union Ave
Tulsa, OK 74107-7839
(918)446-7939
",Early Head Start,(918) 446-7939,4935 S Union Ave,Tulsa,OK,74107-7839,74107,7839,OK,Tulsa County
448,Tah-Je Do-Weh Che Child Development,"Iowa Tribe of Oklahoma
335164 East 750 Rd
Perkins, OK 74059-
(405)547-2402
",American Indian and Alaska Native Head Start,(405) 547-5826,335164 E 750 Rd,Perkins,OK,74059-3276,74059,3276,OK,Payne County
449,Atoka Head Start #1--Elementary School,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(580) 889-6611,1680 S Greathouse Drive,Atoka,OK,74525,74525,,OK,Atoka County
450,CDI HS MS - OK - ANADARKO,"CDI HS/Multi-State Migrant and Seasonal
5215 McPherson Rd
Fl 2
Laredo, TX 78041-7324
(956)992-1034
",Head Start,(405) 400-8224,301 W Broadway St,Anadarko,OK,73005-2421,73005,2421,OK,Caddo County
451,CDI HS MS - OK - Tahlequah,"CDI HS/Multi-State Migrant and Seasonal
5215 McPherson Rd
Fl 2
Laredo, TX 78041-7324
(956)992-1034
",Head Start,(918) 236-5487,"351 Academy St
Ste D",Tahlequah,OK,74464-2660,74464,2660,OK,Cherokee County
452,LEFLORE,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 753-2284,100 S Booth,Leflore,OK,74966,74966,,OK,Le Flore County
453,Bristow Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Head Start,(918) 367-1107,1002 S Chestnut St,Bristow,OK,74010-3706,74010,3706,OK,Creek County
454,Bristow Head Start/Early Head Start,"United Community Action Program, Inc.
501 6th St
Pawnee, OK 74058-2542
(918)762-2561 - 164
",Early Head Start,(918) 367-1107,1002 S Chestnut St,Bristow,OK,74010-3706,74010,3706,OK,Creek County
455,Laverne Early Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Early Head Start,(580) 921-7701,202 S Kansas,Laverne,OK,73848,73848,,OK,Harper County
456,C.A.R.D. Dewey Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 534-1144,414 N Sequoyah Ave,Dewey,OK,74029-2028,74029,2028,OK,Washington County
457,C.A.R.D. Wagoner I-2 Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 798-3351,108 N Moss Ave,Wagoner,OK,74467-4314,74467,4314,OK,Wagoner County
458,Bartlesville Early Learning Center,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 337-9355,513 S Quapaw Ave,Bartlesville,OK,74003-4331,74003,4331,OK,Osage County
459,C.A.R.D. Catoosa Spunky 1-2 Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 266-6161,2607 N Highway 66,Catoosa,OK,74015-2323,74015,2323,OK,Rogers County
460,C.A.R.D. Bartlesville East II Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 333-0776,3618 Tuxedo Blvd,Bartlesville,OK,74006-2329,74006,2329,OK,Washington County
461,C.A.R.D. Bartlesville West I & II Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 336-6744,401 SW Cass Ave,Bartlesville,OK,74003-3126,74003,3126,OK,Osage County
462,C.A.R.D. Catoosa  Head Start Public,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 266-8643,2000 S Cherokee St,Catoosa,OK,74015-3232,74015,3232,OK,Rogers County
463,C.A.R.D. Coweta I-2 Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 486-6656,211 S Broadway,Coweta,OK,74429-4103,74429,4103,OK,Wagoner County
464,C.A.R.D. Claremore I - 2 Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 342-8996,1701 N Lynn Riggs Blvd,Claremore,OK,74017-3056,74017,3056,OK,Rogers County
465,C.A.R.D. Chelsea Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 789-2984,6205 Hwy 28,Chelsea,OK,74016-2080,74016,2080,OK,Rogers County
466,C.A.R.D. Locust Grove  Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 479-5233,695 E Joe Koelsch Dr,Locust Grove,OK,74352-2061,74352,2061,OK,Mayes County
467,Bartlesville Early Learning Center,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000
",Early Head Start,(918) 337-9355,513 S Quapaw Ave,Bartlesville,OK,74003-4331,74003,4331,OK,Osage County
468,C.A.R.D. Bartlesville East I Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 335-3000,117 N Cholwell Ave,Bartlesville,OK,74006-1602,74006,1602,OK,Washington County
469,CARD Broken Arrow Early Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000
",Early Head Start,(918) 451-7113,411 W New Orleans Street,Broken Arrow,OK,74011-2218,74011,2218,OK,Tulsa County
470,Pryor South EHS,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 825-2240,4201 Armin Rd,Pryor,OK,74361-3311,74361,3311,OK,Mayes County
471,C.A.R.D. Pryor Central I-2 Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 825-4582,708 SE 1st St,Pryor,OK,74361-4616,74361,4616,OK,Mayes County
472,Porter Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 483-5231,125 S Main,Porter,OK,74454,74454,,OK,Wagoner County
473,Southside Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 258-3464,509 W Houston St,Broken Arrow,OK,74012-5348,74012,5348,OK,Tulsa County
474,Nowata A-Z learning center,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000 - 324
",Head Start,(918) 273-9105,100 Lanape Rd,Nowata,OK,74048,74048,,OK,Nowata County
475,C.A.R.D. Pryor Central I-2 Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000
",Early Head Start,(918) 825-7172,708 SE 1st St,Pryor,OK,74361-4616,74361,4616,OK,Mayes County
476,C.A.R.D. Catoosa Spunky 1-2 Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000
",Early Head Start,(918) 266-6624,2607 N Highway 66,Catoosa,OK,74015-2323,74015,2323,OK,Rogers County
477,C.A.R.D. Wagoner I-2 Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000
",Early Head Start,(918) 485-6205,108 N Moss Ave,Wagoner,OK,74467-4314,74467,4314,OK,Wagoner County
478,Pryor South EHS,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000
",Early Head Start,(918) 825-4601,4201 Armin Rd,Pryor,OK,74361-3311,74361,3311,OK,Mayes County
479,Southside Head Start,"COMMUNITY ACTION RESOURCE AND DEVELOPMENT, INC.
707 W Lowry Rd
Ste 102
Claremore, OK 74017-2109
(918)341-5000
",Early Head Start,(918) 258-3464,509 W Houston St,Broken Arrow,OK,74012-5348,74012,5348,OK,Tulsa County
480,SALLISAW EARLY HEAD START,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Early Head Start,(918) 774-0801,305 S Walnut St,Sallisaw,OK,74955-5809,74955,5809,OK,Sequoyah County
481,Boswell I & II,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 566-2729,604 7th Street,Boswell,OK,74727,74727,,OK,Choctaw County
482,"Horace Mann I, II & III","LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 326-2161,400 S K St,Hugo,OK,74743-5816,74743,5816,OK,Choctaw County
483,Ft. Towson,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 873-2259,"PO Box 44
604 W Boston",Fort Towson,OK,74735-0044,74735,0044,OK,Choctaw County
484,"Idabel I, II, & III","LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 286-5609,1203 SE Quincy St,Idabel,OK,74745-6630,74745,6630,OK,McCurtain County
485,Broken Bow I,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 584-6946,1008 N Park Dr,Broken Bow,OK,74728-2150,74728,2150,OK,McCurtain County
486,Soper I & II,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 345-2535,711 Louis Street,Soper,OK,74759,74759,,OK,Choctaw County
487,Hugo  IV,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 326-7360,1119 S 8th St,Hugo,OK,74743-8001,74743,8001,OK,Choctaw County
488,Hugo II,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 326-3781,113 W Lowery St,Hugo,OK,74743-6847,74743,6847,OK,Choctaw County
489,Rattan II & III,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 587-2715,100 W Main St,Rattan,OK,74562-7103,74562,7103,OK,Pushmataha County
490,Valliant I & II,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 933-4161,311 East Harris,Valliant,OK,74764-9017,74764,9017,OK,McCurtain County
491,Battiest,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 241-5210,100 S Main St,Battiest,OK,74722-9800,74722,9800,OK,McCurtain County
492,Broken Bow III,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 584-6956,409 N Broadway St,Broken Bow,OK,74728-2941,74728,2941,OK,McCurtain County
493,Clayton I & II,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(918) 569-7741,100 Pine Street,Clayton,OK,74536,74536,,OK,Pushmataha County
494,Rattan 1,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 587-2592,OK HWY 93,Rattan,OK,74562,74562,,OK,Pushmataha County
495,Idabel Early Head Start,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E Street
Hugo, OK 74743-
(580)326-7581
",Early Head Start,(580) 208-2517,1203 SE Quincy St,Idabel,OK,74745-6630,74745,6630,OK,McCurtain County
496,Antlers Early Head Start,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E Street
Hugo, OK 74743-
(580)326-7581
",Early Head Start,(580) 298-6405,611 SW B St,Antlers,OK,74523-3830,74523,3830,OK,Pushmataha County
497,Hugo Early Head Start,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E Street
Hugo, OK 74743-
(580)326-7581
",Early Head Start,(580) 326-0709,107 S 15th St,Hugo,OK,74743-4254,74743,4254,OK,Choctaw County
498,Forest Grove I & II,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 208-2228,1941 Forest Grove Road,Garvin,OK,74736,74736,,OK,McCurtain County
499,Haworth,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 245-2403,HC 73 Box 48,Haworth,OK,74740-9500,74740,9500,OK,McCurtain County
500,Swink,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 873-9399,500 Jourdan St,Swink,OK,74761,74761,,OK,Choctaw County
501,Antlers I & II,"LITTLE DIXIE COMMUNITY ACTION AGENCY, INC
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Head Start,(580) 298-2766,609 SW B St,Antlers,OK,74523-3830,74523,3830,OK,Pushmataha County
